account_type,media_type,content_category,traffic_source,follower_count,hashtags_count,caption_length,has_cta,is_weekend,post_hour,likes,comments,shares,saves,normalized_engagement,is_viral
creator,carousel,food,explore,8167,7,110,0,0,3,71,1,5,0,0.01077507040528958,0
brand,image,food,external,3551,9,131,0,0,17,100,2,5,14,0.04139678963672205,0
creator,image,fitness,profile,10018,6,117,0,0,12,170,4,12,22,0.025753643441804752,0
creator,carousel,comedy,home feed,5824,15,107,0,0,18,42,1,2,5,0.010302197802197802,0
brand,carousel,photography,reels feed,4542,12,118,0,0,12,50,3,1,6,0.01563188022897402,0
creator,image,fashion,external,22291,7,105,0,0,18,1042,0,57,175,0.0701179848369297,0
brand,image,technology,explore,13798,7,121,0,0,8,381,11,27,58,0.04348456298014205,0
brand,reel,technology,profile,13798,9,119,0,0,23,1895,40,89,277,0.20263806348746194,1
creator,carousel,fitness,explore,3447,12,111,1,0,3,261,8,22,29,0.11633304322599362,0
creator,reel,fashion,hashtags,3447,12,101,1,0,3,60,5,5,9,0.029881055990716564,0
creator,carousel,food,explore,10018,9,126,0,0,0,74,3,2,16,0.01177879816330605,0
creator,carousel,music,external,10034,10,137,1,0,0,97,3,0,16,0.013454255531193941,0
creator,carousel,travel,reels feed,22291,4,119,0,0,14,113,4,6,17,0.0077609797676192185,0
brand,image,technology,profile,5824,7,119,1,0,11,40,0,7,6,0.01253434065934066,0
creator,image,photography,external,6916,12,107,0,0,10,213,3,13,20,0.04308849045691151,0
creator,carousel,photography,hashtags,5824,8,131,1,0,8,87,1,4,8,0.020089285714285716,0
brand,carousel,technology,reels feed,3083,6,119,0,0,12,316,5,12,46,0.14725916315277326,1
creator,image,photography,profile,3447,11,115,0,0,16,345,6,11,59,0.14737452857557296,1
creator,carousel,music,reels feed,9044,9,107,1,0,17,702,18,26,109,0.11432994250331711,0
creator,carousel,photography,profile,3083,8,123,0,0,22,417,14,20,58,0.20142718131689913,1
creator,carousel,lifestyle,home feed,9696,5,116,1,0,12,145,2,6,24,0.022174092409240925,0
creator,carousel,fashion,home feed,4542,6,112,1,0,1,186,8,8,29,0.06252752091589608,0
creator,carousel,fitness,explore,31095,7,112,1,0,3,137,3,8,21,0.0067213378356648975,0
brand,carousel,fitness,external,9696,9,132,0,0,9,182,9,8,22,0.02764026402640264,0
creator,image,beauty,reels feed,22291,7,109,0,0,17,76,5,1,10,0.004889865865147369,0
brand,reel,travel,reels feed,9696,11,113,0,0,13,232,5,13,44,0.038056930693069306,0
creator,carousel,fashion,reels feed,3083,5,138,1,0,15,77,4,6,16,0.043788517677586763,0
creator,image,technology,home feed,7486,8,129,1,0,18,171,9,8,27,0.035666577611541544,0
creator,reel,lifestyle,external,10034,8,109,1,0,21,325,6,21,37,0.047239386087303166,0
creator,carousel,music,external,3551,8,110,1,0,22,92,5,5,12,0.03970712475359054,0
creator,reel,beauty,reels feed,5824,10,112,0,0,1,110,6,6,20,0.030906593406593408,0
creator,image,travel,home feed,22291,6,145,0,0,8,29,0,0,7,0.001929029653223274,0
creator,carousel,travel,hashtags,8167,4,109,0,0,1,141,4,11,28,0.029141667687033183,0
brand,carousel,comedy,explore,15923,11,118,0,0,19,178,2,6,26,0.015826163411417446,0
brand,image,fashion,profile,5824,11,109,1,0,20,586,14,26,93,0.1507554945054945,1
creator,carousel,lifestyle,profile,3551,4,137,1,0,7,474,6,23,60,0.19008729935229512,1
brand,image,food,explore,9461,7,124,0,0,19,234,7,8,34,0.0359370045449741,0
creator,image,music,profile,10018,18,121,0,0,16,0,19,28,76,0.027350768616490318,0
creator,carousel,beauty,external,31095,7,122,1,0,11,650,15,30,95,0.03087313072841293,0
creator,carousel,technology,home feed,7486,13,118,1,0,6,78,4,7,18,0.019102324338765696,0
creator,image,fitness,home feed,3551,6,120,0,0,8,100,8,7,15,0.04702900591382709,0
creator,image,beauty,explore,15923,10,107,0,0,12,459,14,25,90,0.046599258933618035,0
brand,reel,photography,reels feed,13798,12,145,0,0,15,453,13,12,68,0.047180750833454126,0
creator,carousel,travel,home feed,9696,6,110,0,0,20,351,10,21,49,0.054867986798679866,0
creator,reel,technology,explore,4542,7,112,1,0,14,158,4,2,0,0.03786878027300748,0
creator,carousel,music,reels feed,9696,10,134,1,0,1,217,6,10,26,0.03207508250825083,0
creator,reel,lifestyle,home feed,31095,7,109,0,0,14,75,0,4,11,0.0035053867181218845,0
brand,carousel,food,profile,7486,9,110,0,0,11,2506,92,125,386,0.5125567726422655,1
creator,carousel,photography,profile,8167,9,119,1,0,11,333,5,13,57,0.06073221501163218,0
creator,image,technology,reels feed,9044,9,138,0,0,10,654,20,29,115,0.11178681999115436,0
brand,reel,technology,explore,7486,5,108,0,0,8,184,10,11,34,0.04074271974352124,0
creator,carousel,travel,profile,10034,10,133,0,0,2,137,4,6,25,0.02122782539366155,0
creator,image,fashion,home feed,9461,10,122,0,0,1,369,9,13,58,0.057287813127576366,0
brand,carousel,photography,external,3551,6,122,0,0,19,427,22,26,55,0.1855815263306111,1
creator,carousel,travel,external,13798,11,116,1,0,3,145,4,6,18,0.015002174228149007,0
brand,image,beauty,external,31095,8,132,1,0,15,914,31,47,143,0.04511979417912848,0
creator,carousel,photography,explore,4972,5,131,1,0,14,210,7,10,22,0.059935639581657284,0
creator,image,food,explore,4542,14,111,1,0,14,238,7,10,37,0.07837956847203875,0
creator,carousel,fitness,explore,22291,4,126,1,0,10,76,1,4,16,0.005473060876586964,0
brand,carousel,beauty,explore,6916,11,99,0,0,9,69,6,6,9,0.016917293233082706,0
creator,image,food,profile,4542,6,134,0,0,4,0,10,24,77,0.05416116248348745,0
brand,image,lifestyle,external,31095,8,103,0,0,16,95,3,3,16,0.004566650586911079,0
creator,reel,travel,reels feed,9044,8,145,0,0,14,366,8,18,63,0.062140645731977,0
brand,image,food,hashtags,3083,5,121,0,0,9,636,25,30,107,0.32111579630230297,1
brand,carousel,fashion,external,10018,1,123,1,0,14,270,0,13,47,0.04022759033739269,0
creator,image,comedy,external,9461,14,125,0,0,10,0,6,21,29,0.014057710601416341,0
creator,reel,fitness,home feed,3551,10,132,1,0,16,265,13,14,41,0.1168684877499296,0
brand,image,lifestyle,reels feed,4972,7,100,1,0,11,818,0,43,104,0.2323008849557522,1
creator,carousel,technology,hashtags,3551,9,97,0,0,9,332,11,0,46,0.1255984229794424,0
creator,carousel,travel,profile,9696,3,134,0,0,15,218,7,12,34,0.034653465346534656,0
creator,carousel,beauty,explore,4542,10,119,0,0,22,257,12,10,41,0.08652575957727873,0
creator,image,comedy,profile,8167,8,131,0,0,10,541,19,31,71,0.09966940124892862,0
creator,carousel,photography,explore,9696,10,121,0,0,4,64,2,5,0,0.00856023102310231,0
creator,reel,travel,profile,10034,8,117,1,0,13,51,1,1,13,0.008172214470799282,0
creator,image,music,external,4972,4,112,0,0,9,229,8,9,28,0.06596942880128721,0
creator,image,travel,explore,4972,10,117,0,0,21,294,7,11,46,0.08708769106999195,0
brand,reel,music,hashtags,4972,8,144,1,0,22,271,9,16,58,0.09111021721641191,0
creator,carousel,technology,home feed,15923,7,124,0,0,16,443,10,22,82,0.04352194938139798,0
creator,image,lifestyle,reels feed,5824,4,112,0,0,20,82,2,3,12,0.020432692307692308,0
creator,image,fitness,external,22291,10,117,0,0,12,316,8,14,43,0.020636131174016418,0
creator,carousel,travel,home feed,31095,9,136,0,0,23,315,9,16,39,0.014761215629522432,0
brand,carousel,technology,hashtags,10034,5,106,1,0,18,0,5,4,24,0.006976280645804266,0
creator,image,photography,profile,9461,9,115,0,0,17,480,20,33,85,0.08339498995877814,0
brand,image,comedy,profile,15986,7,121,0,0,17,70,2,4,8,0.006380583010133867,0
creator,reel,fashion,explore,7486,6,101,0,0,3,481,11,17,69,0.09243921987710393,0
creator,carousel,food,reels feed,4972,8,116,0,0,6,95,2,1,0,0.020514883346741754,0
brand,reel,technology,external,10739,10,120,1,0,17,98,2,1,12,0.01201229164726697,0
creator,carousel,comedy,reels feed,10739,6,128,1,0,21,107,1,6,14,0.014433373684700624,0
creator,image,music,hashtags,8167,8,104,0,0,12,798,14,39,142,0.15023876576466266,1
creator,carousel,technology,profile,4542,8,124,0,0,6,245,5,10,27,0.07463672391017173,0
creator,carousel,photography,home feed,15986,11,131,1,0,11,190,8,18,27,0.019642186913549357,0
creator,carousel,technology,profile,3551,3,134,1,0,22,582,15,38,81,0.2500704027034638,1
creator,carousel,fitness,reels feed,13798,8,115,0,0,16,162,0,12,27,0.01826351645165966,0
creator,carousel,music,explore,9044,15,123,0,0,7,106,5,4,0,0.014153029632905795,0
brand,carousel,travel,profile,5824,10,104,1,0,2,53,2,4,10,0.015281593406593406,0
brand,image,beauty,profile,8167,7,118,0,0,12,154,4,9,22,0.028529447777641728,0
brand,image,fashion,hashtags,15923,12,137,0,0,6,196,3,15,21,0.01814984613452239,0
creator,carousel,travel,profile,7486,9,107,0,0,5,332,8,22,46,0.06759283996794016,0
creator,carousel,food,reels feed,15986,10,135,0,0,2,458,17,32,64,0.044789190541724005,0
creator,image,technology,reels feed,10034,6,103,0,0,17,196,2,7,36,0.029200717560294995,0
brand,carousel,lifestyle,external,9044,6,120,0,0,3,144,3,6,18,0.022556390977443608,0
creator,carousel,technology,profile,6916,11,124,0,0,15,499,9,22,68,0.10396182764603817,0
creator,image,music,external,10739,4,107,0,0,16,317,15,18,0,0.037340534500419034,0
creator,carousel,fitness,external,3551,11,119,0,0,9,82,3,4,8,0.032666854407209234,0
creator,image,technology,reels feed,8167,6,104,0,0,12,237,7,11,34,0.04310028162115832,0
brand,carousel,food,profile,4972,3,114,0,0,22,186,3,10,32,0.05752212389380531,0
brand,carousel,photography,explore,3447,8,111,0,0,2,0,18,33,93,0.09312445604873804,0
brand,carousel,technology,reels feed,5824,13,115,0,0,12,73,2,4,14,0.020089285714285716,0
creator,reel,travel,explore,9461,9,97,0,0,1,345,14,10,57,0.05464538632279886,0
creator,image,beauty,explore,9461,9,116,1,0,20,603,17,30,92,0.09629003276609238,0
creator,reel,lifestyle,explore,3083,11,132,1,0,22,177,6,11,36,0.09536166072007785,0
creator,image,food,external,6916,9,124,1,0,16,162,3,7,28,0.0354251012145749,0
brand,carousel,food,reels feed,13798,9,106,0,0,16,128,5,9,17,0.014422380055080446,0
creator,image,music,external,7486,8,110,0,0,7,188,3,4,33,0.03633449104995993,0
brand,carousel,food,profile,6916,12,126,1,0,20,38,3,2,9,0.009832272990167727,0
brand,image,lifestyle,external,15986,7,130,0,0,23,627,21,34,98,0.0604904291254848,0
creator,reel,travel,reels feed,3083,10,113,0,0,10,655,16,35,77,0.3068439831333117,1
creator,reel,beauty,reels feed,6916,5,116,0,0,2,715,26,37,105,0.15731636784268363,1
creator,carousel,comedy,home feed,31095,7,115,1,0,17,0,0,3,20,0.0015758160475960765,0
creator,reel,technology,profile,22291,5,110,0,0,6,234,5,16,44,0.01704723879592661,0
creator,carousel,food,profile,9461,5,107,0,0,5,99,5,6,12,0.015960257900856145,0
creator,reel,photography,external,5824,7,122,1,0,3,136,3,8,25,0.03708791208791209,0
creator,image,fitness,external,4542,6,109,1,0,22,152,3,11,24,0.05261999119330691,0
creator,carousel,photography,hashtags,15986,10,121,1,0,8,574,0,20,71,0.048542474665332166,0
brand,image,travel,reels feed,3551,11,111,0,0,8,476,18,20,73,0.20219656434807096,1
creator,image,comedy,profile,13798,6,133,1,0,2,119,4,3,18,0.012465574720974055,0
creator,carousel,music,hashtags,15923,4,126,0,0,16,309,0,10,61,0.028951830685172392,0
creator,carousel,travel,profile,13798,12,128,1,0,3,163,5,7,22,0.017248876648789678,0
creator,image,photography,external,9696,5,126,0,0,9,394,8,27,70,0.06507838283828384,0
brand,image,lifestyle,home feed,4542,11,123,0,0,12,117,2,9,13,0.03830911492734478,0
brand,reel,technology,hashtags,13798,12,129,0,0,16,674,28,35,118,0.07761994491955355,0
creator,image,travel,reels feed,9044,9,132,1,0,22,552,18,21,69,0.08724015922158337,0
creator,reel,fashion,hashtags,3083,13,106,0,0,17,1315,32,0,182,0.5653584171261758,1
creator,image,technology,profile,31095,6,130,0,0,23,2841,102,162,0,0.1135552339604438,0
creator,image,fashion,profile,5824,4,144,0,0,4,232,7,14,30,0.059752747252747256,0
brand,reel,food,explore,22291,6,128,1,0,15,52,1,4,6,0.0034991700686375668,0
brand,image,fitness,external,31095,8,131,0,0,16,30,0,0,6,0.0013506994693680656,0
brand,image,travel,hashtags,3551,13,109,0,0,17,620,18,34,92,0.2652773866516474,1
brand,image,technology,hashtags,9461,11,125,0,0,15,60,2,0,8,0.008455765775288025,0
creator,carousel,music,profile,10018,9,128,1,0,3,28,2,0,5,0.004192453583549611,0
creator,reel,fashion,reels feed,31095,11,120,0,0,18,222,6,11,28,0.010387522109663934,0
creator,carousel,beauty,profile,13798,3,120,0,0,15,210,7,15,28,0.023554138280910276,0
creator,image,photography,profile,10739,8,117,0,0,12,198,7,11,35,0.029332340068907718,0
creator,image,technology,reels feed,13798,12,109,0,0,20,366,14,20,52,0.040440643571532105,0
creator,image,fitness,profile,10018,5,134,0,0,3,905,27,43,146,0.13775204631663007,1
creator,image,travel,external,31095,5,130,1,0,1,95,2,8,12,0.00472744814278823,0
creator,carousel,technology,explore,10739,13,115,0,0,10,149,6,9,16,0.020486078778284757,0
creator,carousel,travel,reels feed,9461,8,132,0,0,22,82,3,6,14,0.014163407673607442,0
brand,carousel,lifestyle,home feed,9696,7,116,1,0,20,59,3,2,5,0.008353960396039604,0
brand,image,fashion,external,6916,10,124,1,0,11,107,3,3,17,0.022556390977443608,0
creator,image,technology,reels feed,4542,13,114,1,0,13,123,3,10,17,0.042492294143549096,0
creator,carousel,technology,external,4542,10,122,0,0,11,170,3,7,22,0.05306032584764421,0
brand,reel,fitness,home feed,5824,17,104,1,0,10,345,3,22,47,0.08774038461538461,0
creator,carousel,fitness,profile,9696,9,99,0,0,3,206,5,10,30,0.03155940594059406,0
creator,image,photography,profile,31095,8,113,0,0,9,107,5,4,12,0.004920405209840811,0
creator,carousel,music,home feed,4972,5,122,0,0,12,183,8,12,27,0.0581255028157683,0
brand,image,travel,reels feed,3083,9,118,0,0,20,190,6,9,19,0.08660395718456049,0
brand,image,comedy,external,15923,11,127,0,0,1,465,18,26,63,0.0442755762105131,0
brand,reel,photography,external,10739,9,135,1,0,7,168,5,7,10,0.02039296023838346,0
creator,image,fitness,profile,5824,6,120,0,0,1,80,3,5,10,0.0207760989010989,0
creator,carousel,comedy,hashtags,10018,9,117,0,0,7,104,2,1,18,0.014673587542423637,0
creator,image,food,profile,10739,10,121,0,0,20,285,7,0,46,0.03640934910140609,0
creator,image,comedy,reels feed,9696,7,128,0,0,19,1155,35,48,174,0.17708333333333334,1
creator,reel,fashion,hashtags,3447,4,120,0,0,6,36,1,1,3,0.013635044966637656,0
creator,reel,technology,hashtags,3447,8,123,0,0,16,392,14,23,68,0.18131708732230925,1
creator,image,fitness,hashtags,15923,6,120,0,0,6,180,6,0,24,0.01507253658230233,0
brand,carousel,technology,hashtags,7486,7,129,1,0,9,180,9,8,16,0.033930002671653754,0
creator,carousel,photography,home feed,7486,9,143,0,0,20,239,4,14,35,0.04795618487843976,0
brand,reel,lifestyle,explore,15986,5,130,1,0,5,31,0,0,5,0.0025647441511322407,0
creator,carousel,fitness,profile,7486,5,116,1,0,4,190,5,9,29,0.03807106598984772,0
creator,reel,fitness,profile,6916,9,133,1,0,6,427,12,26,54,0.09210526315789473,0
creator,carousel,beauty,home feed,3447,8,122,0,0,12,261,10,13,45,0.11894400928343488,0
brand,image,technology,profile,4542,11,129,1,0,0,30,0,2,8,0.011448701012769706,0
creator,reel,fitness,home feed,22291,12,116,0,0,1,12,2,0,2,0.000897223094522453,0
creator,reel,lifestyle,explore,15923,3,119,1,0,21,105,6,11,19,0.011806820322803491,0
creator,reel,lifestyle,profile,5824,7,106,1,0,13,317,10,18,52,0.08499313186813187,0
creator,reel,fashion,external,9044,7,127,0,0,22,105,4,8,13,0.018022998673153472,0
creator,carousel,travel,reels feed,9696,8,128,1,0,23,0,5,7,15,0.006291254125412541,0
creator,carousel,fitness,reels feed,31095,6,114,0,0,12,209,4,16,30,0.010451841132014793,0
creator,image,lifestyle,external,3551,9,134,0,0,19,257,9,14,44,0.11405237961137708,0
brand,image,lifestyle,reels feed,10018,6,105,1,0,10,632,17,29,93,0.09373128368935915,0
creator,carousel,fashion,hashtags,9696,9,132,1,0,2,0,6,10,40,0.012582508250825082,0
creator,image,beauty,home feed,3447,8,122,1,0,8,202,8,8,27,0.08587177255584566,0
creator,image,travel,explore,31095,8,135,0,0,1,66,3,4,13,0.0035375462292973146,0
brand,carousel,music,home feed,9696,10,123,1,0,9,52,0,1,7,0.007116336633663367,0
brand,carousel,fitness,reels feed,22291,10,112,1,0,14,798,27,34,111,0.05275671795792024,0
creator,image,music,reels feed,3083,4,152,1,0,16,98,2,2,16,0.0454103146286085,0
creator,carousel,music,reels feed,31095,12,124,0,0,5,941,21,52,148,0.04614889853674224,0
creator,carousel,photography,explore,4542,7,128,1,0,10,427,13,20,73,0.14509026860413915,1
brand,carousel,beauty,profile,3447,7,126,0,0,2,62,1,1,8,0.024078909196402667,0
brand,reel,photography,external,9044,7,118,0,0,6,104,2,7,15,0.017580716497125167,0
brand,image,technology,hashtags,7486,6,129,0,0,11,165,0,9,16,0.029922522041143467,0
creator,carousel,comedy,profile,9044,11,124,1,0,14,502,18,0,91,0.07961079168509509,0
creator,reel,fashion,home feed,6916,10,123,1,0,7,195,4,6,24,0.03889531521110468,0
creator,reel,lifestyle,explore,3447,7,111,0,0,14,114,2,6,14,0.047577603713373946,0
creator,reel,lifestyle,profile,31095,10,114,0,0,1,661,20,30,108,0.03238462775365814,0
creator,reel,travel,external,4542,8,122,0,0,22,28,1,2,4,0.009687362395420519,0
creator,carousel,beauty,home feed,10018,8,132,0,0,12,302,9,16,43,0.04531842683170294,0
creator,carousel,lifestyle,reels feed,10018,8,114,0,0,20,80,2,4,11,0.01177879816330605,0
brand,image,photography,explore,15986,8,137,0,0,11,194,5,7,25,0.017202552233204053,0
brand,image,comedy,external,10034,12,118,0,0,4,434,14,25,66,0.0666733107434722,0
creator,reel,photography,external,31095,13,107,1,0,20,90,3,5,10,0.004212895963981347,0
brand,image,music,external,9461,8,132,1,0,20,299,3,14,48,0.046823802980657435,0
creator,image,technology,hashtags,31095,6,129,0,0,9,580,15,23,90,0.027625020099694485,0
creator,image,lifestyle,home feed,10034,7,132,1,0,4,273,11,10,50,0.042355989635240184,0
creator,carousel,music,hashtags,22291,9,146,0,0,6,372,13,11,53,0.024090440087927864,0
brand,image,lifestyle,profile,3447,12,118,0,0,23,575,15,25,85,0.24659123875834058,1
creator,image,fitness,reels feed,3551,7,121,1,0,14,82,4,3,0,0.02787947057166995,0
creator,image,food,external,9044,6,116,1,0,3,317,11,18,60,0.05672268907563025,0
creator,carousel,fashion,home feed,9044,6,101,1,0,22,0,3,6,14,0.005749668288367979,0
creator,carousel,fashion,external,4972,10,131,1,0,15,272,10,12,0,0.06596942880128721,0
brand,image,lifestyle,explore,31095,13,108,0,0,14,155,2,8,22,0.007300209036822641,0
brand,reel,comedy,profile,9696,10,115,1,0,12,119,1,5,16,0.017326732673267328,0
brand,reel,beauty,explore,10739,5,113,1,0,12,160,6,6,27,0.022720923735915822,0
brand,carousel,travel,hashtags,3551,2,116,0,0,1,270,12,15,41,0.1185581526330611,0
creator,image,comedy,home feed,9696,7,117,0,0,15,240,0,15,35,0.036613036303630365,0
creator,reel,beauty,reels feed,8167,6,117,0,0,5,786,36,42,105,0.14619811436267907,1
brand,image,comedy,explore,10739,12,115,0,0,8,124,3,5,17,0.01666821864233169,0
creator,carousel,fitness,reels feed,9461,17,133,0,0,22,277,7,16,39,0.04407567910368883,0
creator,carousel,comedy,explore,31095,7,112,0,0,12,285,7,13,36,0.013185399581926355,0
brand,reel,travel,home feed,6916,8,116,1,0,4,92,3,3,13,0.019230769230769232,0
creator,image,fashion,home feed,10739,9,111,1,0,4,0,1,2,5,0.0016761337182232983,0
creator,image,comedy,hashtags,10034,5,98,0,0,16,102,3,3,13,0.014251544747857284,0
creator,carousel,photography,profile,10018,10,109,0,0,18,664,19,32,103,0.10021960471151926,0
brand,reel,beauty,explore,10034,11,128,0,0,21,162,4,13,24,0.025612916085309946,0
brand,image,technology,home feed,15986,8,114,0,0,17,86,3,6,15,0.0087576629550857,0
creator,reel,beauty,hashtags,10034,14,115,0,0,21,162,6,7,36,0.026609527606139126,0
brand,carousel,fashion,home feed,9696,7,121,0,0,14,602,0,31,70,0.08611798679867987,0
creator,image,comedy,reels feed,9696,9,120,1,0,4,385,8,19,52,0.05796204620462046,0
creator,carousel,photography,external,10018,7,122,0,0,15,85,3,1,20,0.013375923337991615,0
